HCPCS,DESCRIPTION,RVU,FACTOR
01520,Anesth lower leg vein surg,0.00,36.0896
01522,Anesth lower leg vein surg,0.00,36.0896
01610,Anesth surgery of shoulder,0.00,36.0896
01620,Anesth shoulder procedure,0.00,36.0896
01622,Anes dx shoulder arthroscopy,0.00,36.0896
0163T,Lumb artif diskectomy addl,0.00,36.0896
01630,Anesth surgery of shoulder,0.00,36.0896
01634,Anesth shoulder joint amput,0.00,36.0896
01636,Anesth forequarter amput,0.00,36.0896
01638,Anesth shoulder replacement,0.00,36.0896
0164T,Remove lumb artif disc addl,0.00,36.0896
0165T,Revise lumb artif disc addl,0.00,36.0896
01650,Anesth shoulder artery surg,0.00,36.0896
01652,Anesth shoulder vessel surg,0.00,36.0896
01654,Anesth shoulder vessel surg,0.00,36.0896
01656,Anesth arm-leg vessel surg,0.00,36.0896
01670,Anesth shoulder vein surg,0.00,36.0896
01680,Anesth shoulder casting,0.00,36.0896
01710,Anesth elbow area surgery,0.00,36.0896
01712,Anesth uppr arm tendon surg,0.00,36.0896
01714,Anesth uppr arm tendon surg,0.00,36.0896
01716,Anesth biceps tendon repair,0.00,36.0896
01730,Anesth uppr arm procedure,0.00,36.0896
01732,Anesth dx elbow arthroscopy,0.00,36.0896
0174T,Cad cxr with interp,0.00,36.0896
01740,Anesth upper arm surgery,0.00,36.0896
01742,Anesth humerus surgery,0.00,36.0896
01744,Anesth humerus repair,0.00,36.0896
0175T,Cad cxr remote,0.00,36.0896
01756,Anesth radical humerus surg,0.00,36.0896
01758,Anesth humeral lesion surg,0.00,36.0896
01760,Anesth elbow replacement,0.00,36.0896
01770,Anesth uppr arm artery surg,0.00,36.0896
01772,Anesth uppr arm embolectomy,0.00,36.0896
01780,Anesth upper arm vein surg,0.00,36.0896
01782,Anesth uppr arm vein repair,0.00,36.0896
01810,Anesth lower arm surgery,0.00,36.0896
01820,Anesth lower arm procedure,0.00,36.0896
01829,Anesth dx wrist arthroscopy,0.00,36.0896
01830,Anesth lower arm surgery,0.00,36.0896
01832,Anesth wrist replacement,0.00,36.0896
0184T,Exc rectal tumor endoscopic,0.00,36.0896
01840,Anesth lwr arm artery surg,0.00,36.0896
01842,Anesth lwr arm embolectomy,0.00,36.0896
01844,Anesth vascular shunt surg,0.00,36.0896
01850,Anesth lower arm vein surg,0.00,36.0896
01852,Anesth lwr arm vein repair,0.00,36.0896
01860,Anesth lower arm casting,0.00,36.0896
0191T,Insert ant segment drain int,0.00,36.0896
01916,Anesth dx arteriography,0.00,36.0896
01920,Anesth catheterize heart,0.00,36.0896
01922,Anesth cat or mri scan,0.00,36.0896
01924,Anes ther interven rad artrl,0.00,36.0896
01925,Anes ther interven rad card,0.00,36.0896
01926,Anes tx interv rad hrt/cran,0.00,36.0896
01930,Anes ther interven rad vein,0.00,36.0896
01931,Anes ther interven rad tips,0.00,36.0896
01932,Anes tx interv rad th vein,0.00,36.0896
01933,Anes tx interv rad cran vein,0.00,36.0896
01935,Anesth perc img dx sp proc,0.00,36.0896
01936,Anesth perc img tx sp proc,0.00,36.0896
01951,Anesth burn less 4 percent,0.00,36.0896
01952,Anesth burn 4-9 percent,0.00,36.0896
01953,Anesth burn each 9 percent,0.00,36.0896
01958,Anesth antepartum manipul,0.00,36.0896
01960,Anesth vaginal delivery,0.00,36.0896
01961,Anesth cs delivery,0.00,36.0896
01962,Anesth emer hysterectomy,0.00,36.0896
01963,Anesth cs hysterectomy,0.00,36.0896
01965,Anesth inc/missed ab proc,0.00,36.0896
01966,Anesth induced ab procedure,0.00,36.0896
01967,Anesth/analg vag delivery,0.00,36.0896
01968,Anes/analg cs deliver add-on,0.00,36.0896
01969,Anesth/analg cs hyst add-on,0.00,36.0896
0198T,Ocular blood flow measure,0.00,36.0896
01990,Support for organ donor,0.00,36.0896
01991,Anesth nerve block/inj,0.00,36.0896
01992,Anesth n block/inj prone,0.00,36.0896
01996,Hosp manage cont drug admin,0.00,36.0896
01999,Unlisted anesth procedure,0.00,36.0896
0200T,Perq sacral augmt unilat inj,0.00,36.0896
0201T,Perq sacral augmt bilat inj,0.00,36.0896
0202T,Post vert arthrplst 1 lumbar,0.00,36.0896
0207T,Clear eyelid gland w/heat,0.00,36.0896
0208T,Audiometry air only,0.00,36.0896
0209T,Audiometry air & bone,0.00,36.0896
0210T,Speech audiometry threshold,0.00,36.0896
0211T,Speech audiom thresh & recog,0.00,36.0896
0212T,Compre audiometry evaluation,0.00,36.0896
0213T,Njx paravert w/us cer/thor,0.00,36.0896
0214T,Njx paravert w/us cer/thor,0.00,36.0896
0215T,Njx paravert w/us cer/thor,0.00,36.0896
0216T,Njx paravert w/us lumb/sac,0.00,36.0896
0217T,Njx paravert w/us lumb/sac,0.00,36.0896
0218T,Njx paravert w/us lumb/sac,0.00,36.0896
0219T,Plmt post facet implt cerv,0.00,36.0896
0220T,Plmt post facet implt thor,0.00,36.0896
0221T,Plmt post facet implt lumb,0.00,36.0896
0222T,Plmt post facet implt addl,0.00,36.0896
0228T,Njx tfrml eprl w/us cer/thor,0.00,36.0896
0229T,Njx tfrml eprl w/us cer/thor,0.00,36.0896
0230T,Njx tfrml eprl w/us lumb/sac,0.00,36.0896
0231T,Njx tfrml eprl w/us lumb/sac,0.00,36.0896
0232T,Njx platelet plasma,0.00,36.0896
0234T,Trluml perip athrc renal art,0.00,36.0896
0235T,Trluml perip athrc visceral,0.00,36.0896
0236T,Trluml perip athrc abd aorta,0.00,36.0896
0237T,Trluml perip athrc brchiocph,0.00,36.0896
0238T,Trluml perip athrc iliac art,0.00,36.0896
0253T,Insert aqueous drain device,0.00,36.0896
0263T,Im b1 mrw cel ther cmpl,0.00,36.0896
0264T,Im b1 mrw cel ther xcl hrvst,0.00,36.0896
0265T,Im b1 mrw cel ther hrvst onl,0.00,36.0896
0266T,Implt/rpl crtd sns dev total,0.00,36.0896
0267T,Implt/rpl crtd sns dev lead,0.00,36.0896
0268T,Implt/rpl crtd sns dev gen,0.00,36.0896
0269T,Rev/remvl crtd sns dev total,0.00,36.0896
0270T,Rev/remvl crtd sns dev lead,0.00,36.0896
0271T,Rev/remvl crtd sns dev gen,0.00,36.0896
0272T,Interrogate crtd sns dev,0.00,36.0896
0273T,Interrogate crtd sns w/pgrmg,0.00,36.0896
0274T,Perq lamot/lam crv/thrc,0.00,36.0896
0275T,Perq lamot/lam lumbar,0.00,36.0896
0278T,Tempr,0.00,36.0896
0290T,Laser inc for pkp/lkp recip,0.00,36.0896
0295T,Ext ecg complete,0.00,36.0896
0296T,Ext ecg recording,0.00,36.0896
0297T,Ext ecg scan w/report,0.00,36.0896
0298T,Ext ecg review and interp,0.00,36.0896
0308T,Insj ocular telescope prosth,0.00,36.0896
0312T,Laps impltj nstim vagus,0.00,36.0896
0313T,Laps rmvl nstim array vagus,0.00,36.0896
0314T,Laps rmvl vgl arry&pls gen,0.00,36.0896
0315T,Rmvl vagus nerve pls gen,0.00,36.0896
0316T,Replc vagus nerve pls gen,0.00,36.0896
0317T,Elec alys vagus nrv pls gen,0.00,36.0896
0329T,Mntr io press 24hrs/> uni/bi,0.00,36.0896
0330T,Tear film img uni/bi w/i&r,0.00,36.0896
0331T,Heart symp image plnr,0.00,36.0896
0332T,Heart symp image plnr spect,0.00,36.0896
0333T,Visual ep scr acuity auto,0.00,36.0896
0335T,Insj sinus tarsi implant,0.00,36.0896
0338T,Trnscth renal symp denrv unl,0.00,36.0896
0339T,Trnscth renal symp denrv bil,0.00,36.0896
0342T,Thxp apheresis w/hdl delip,0.00,36.0896
0345T,Transcath mtral vlve repair,0.00,36.0896
0347T,Ins bone device for rsa,0.00,36.0896
0348T,Rsa spine exam,0.00,36.0896
0349T,Rsa upper extr exam,0.00,36.0896
0350T,Rsa lower extr exam,0.00,36.0896
0351T,Intraop oct brst/node spec,0.00,36.0896
0352T,Oct brst/node i&r per spec,0.00,36.0896
0353T,Intraop oct breast cavity,0.00,36.0896
0354T,Oct breast surg cavity i&r,0.00,36.0896
0355T,Gi tract capsule endoscopy,0.00,36.0896
0356T,Insrt drug device for iop,0.00,36.0896
0358T,Bia whole body,0.00,36.0896
0362T,Bhv id suprt assmt ea 15 min,0.00,36.0896
0373T,Adapt bhv tx ea 15 min,0.00,36.0896
0376T,Insert ant segment drain int,0.00,36.0896
0378T,Visual field assmnt rev/rprt,0.00,36.0896
0379T,Vis field assmnt tech suppt,0.00,36.0896
0381T,Ext h rate epi sz 14 days,0.00,36.0896
0382T,Ext h rate sz 14 day ri only,0.00,36.0896
0383T,Ext h rate sz up to 30 days,0.00,36.0896
0384T,Ex h rate sz 30 day ri only,0.00,36.0896
0385T,Ex h rate for sz ovr 30 day,0.00,36.0896
0386T,Ex h rate sz 30+ day ri only,0.00,36.0896
0394T,Hdr elctrnc skn surf brchytx,0.00,36.0896
0395T,Hdr elctr ntrst/ntrcv brchtx,0.00,36.0896
0396T,Intraop kinetic balnce sensr,0.00,36.0896
0397T,Ercp w/optical endomicroscpy,0.00,36.0896
0398T,Mrgfus strtctc les abltj,0.00,36.0896
0400T,Mltispectrl digital les alys,0.00,36.0896
0401T,Mltispectrl digital les alys,0.00,36.0896
0402T,Colgn cross-link crn med sep,0.00,36.0896
0403T,Diabetes prev standard curr,0.00,36.0896
0404T,Trnscrv uterin fibroid abltj,0.00,36.0896
0405T,Ovrsght xtrcorp liv asst pat,0.00,36.0896
0408T,Insj/rplc cardiac modulj sys,0.00,36.0896
0409T,Insj/rplc car modulj pls gn,0.00,36.0896
0410T,Insj/rplc car modulj atr elt,0.00,36.0896
0411T,Insj/rplc car modulj vnt elt,0.00,36.0896
0412T,Rmvl cardiac modulj pls gen,0.00,36.0896
0413T,Rmvl car modulj tranvns elt,0.00,36.0896
0414T,Rmvl & rpl car modulj pls gn,0.00,36.0896
0415T,Repos car modulj tranvns elt,0.00,36.0896
0416T,Reloc skin pocket pls gen,0.00,36.0896
0417T,Prgrmg eval cardiac modulj,0.00,36.0896
0418T,Interro eval cardiac modulj,0.00,36.0896
0419T,Dstrj neurofibroma xtnsv,0.00,36.0896
0420T,Dstrj neurofibroma xtnsv,0.00,36.0896
0421T,Waterjet prostate abltj cmpl,0.00,36.0896
0422T,Tactile breast img uni/bi,0.00,36.0896
0423T,Assay secretory type ii pla2,0.00,36.0896
0424T,Insj/rplc nstim apnea compl,0.00,36.0896
0425T,Insj/rplc nstim apnea sen ld,0.00,36.0896
0426T,Insj/rplc nstim apnea stm ld,0.00,36.0896
0427T,Insj/rplc nstim apnea pls gn,0.00,36.0896
0428T,Rmvl nstim apnea pls gen,0.00,36.0896
0429T,Rmvl nstim apnea sen ld,0.00,36.0896
0430T,Rmvl nstim apnea stimj ld,0.00,36.0896
0431T,Rmvl/rplc nstim apnea pls gn,0.00,36.0896
0432T,Repos nstim apnea stimj ld,0.00,36.0896
0433T,Repos nstim apnea sensing ld,0.00,36.0896
0434T,Interro eval npgs apnea,0.00,36.0896
0435T,Prgrmg eval npgs apnea 1 ses,0.00,36.0896
0436T,Prgrmg eval npgs apnea study,0.00,36.0896
0437T,Impltj synth rnfcmt abdl wal,0.00,36.0896
0439T,Myocrd contrast prfuj echo,0.00,36.0896
0440T,Abltj perc uxtr/perph nrv,0.00,36.0896
0441T,Abltj perc lxtr/perph nrv,0.00,36.0896
0442T,Abltj perc plex/trncl nrv,0.00,36.0896
0443T,R-t spctrl alys prst8 tiss,0.00,36.0896
0444T,1st plmt drug elut oc ins,0.00,36.0896
0445T,Sbsqt plmt drug elut oc ins,0.00,36.0896
0446T,Insj impltbl glucose sensor,0.00,36.0896
0447T,Rmvl impltbl glucose sensor,0.00,36.0896
0448T,Remvl insj impltbl gluc sens,0.00,36.0896
0449T,Insj aqueous drain dev 1st,0.00,36.0896
0450T,Insj aqueous drain dev each,0.00,36.0896
0451T,Insj/rplcmt aortic ventr sys,0.00,36.0896
0452T,Insj/rplcmt dev vasc seal,0.00,36.0896
0453T,Insj/rplcmt mech-elec ntrfce,0.00,36.0896
0454T,Insj/rplcmt subq electrode,0.00,36.0896
0455T,Remvl aortic ventr cmpl sys,0.00,36.0896
0456T,Remvl aortic dev vasc seal,0.00,36.0896
0457T,Remvl mech-elec skin ntrfce,0.00,36.0896
0458T,Remvl subq electrode,0.00,36.0896
0459T,Relocaj rplcmt aortic ventr,0.00,36.0896
0460T,Repos aortic ventr dev eltrd,0.00,36.0896
0461T,Repos aortic contrpulsj dev,0.00,36.0896
0462T,Prgrmg eval aortic ventr sys,0.00,36.0896
0463T,Interrog aortic ventr sys,0.00,36.0896
0464T,Visual ep test for glaucoma,0.00,36.0896
0465T,Supchrdl njx rx w/o supply,0.00,36.0896
0466T,Insj ch wal respir eltrd/ra,0.00,36.0896
0467T,Revj/rplmnt ch respir eltrd,0.00,36.0896
0468T,Rmvl ch wal respir eltrd/ra,0.00,36.0896
0469T,Rta polarize scan oc scr bi,0.00,36.0896
0470T,Oct skn img acquisj i&r 1st,0.00,36.0896
0470T,Oct skn img acquisj i&r 1st,0.00,36.0896
0470T,Oct skn img acquisj i&r 1st,0.00,36.0896
0471T,Oct skn img acquisj i&r addl,0.00,36.0896
0471T,Oct skn img acquisj i&r addl,0.00,36.0896
0471T,Oct skn img acquisj i&r addl,0.00,36.0896
0472T,Prgrmg io rta eltrd ra,0.00,36.0896
0473T,Reprgrmg io rta eltrd ra,0.00,36.0896
0474T,Insj aqueous drg dev io rsvr,0.00,36.0896
0475T,Rec ftl car sgl 3 ch i&r,0.00,36.0896
0476T,Rec ftl car sgl elec tr data,0.00,36.0896
0477T,Rec ftl car sgl xrtj alys,0.00,36.0896
0478T,Rec ftl car 3 ch rev i&r,0.00,36.0896
0479T,Fxjl abl lsr 1st 100 sq cm,0.00,36.0896
0480T,Fxjl abl lsr ea addl 100sqcm,0.00,36.0896
0481T,Njx autol wbc concentrate,0.00,36.0896
0483T,Tmvi percutaneous approach,0.00,36.0896
0484T,Tmvi transthoracic exposure,0.00,36.0896
0485T,Oct mid ear i&r unilateral,0.00,36.0896
0485T,Oct mid ear i&r unilateral,0.00,36.0896
0485T,Oct mid ear i&r unilateral,0.00,36.0896
0486T,Oct mid ear i&r bilateral,0.00,36.0896
0486T,Oct mid ear i&r bilateral,0.00,36.0896
0486T,Oct mid ear i&r bilateral,0.00,36.0896
0487T,Trvg biomchn mapg w/reprt,0.00,36.0896
0488T,Diabetes prev online/elec,0.00,36.0896
0489T,Regn cell tx scldr hands,0.00,36.0896
0490T,Regn cell tx scldr h mlt inj,0.00,36.0896
0491T,Abl lsr opn wnd 1st 20 sqcm,0.00,36.0896
0492T,Abl lsr opn wnd addl 20 sqcm,0.00,36.0896
0493T,Near ifr spectrsc of wounds,0.00,36.0896
0494T,Prep & cannulj cdvr don lung,0.00,36.0896
0495T,Mntr cdvr don lng 1st 2 hrs,0.00,36.0896
0496T,Mntr cdvr don lng ea addl hr,0.00,36.0896
0497T,Xtrnl pt act ecg in-off conn,0.00,36.0896
0498T,Xtrnl pt act ecg r&i pr 30 d,0.00,36.0896
0499T,Cysto f/urtl strix/stenosis,0.00,36.0896
0500F,Initial prenatal care visit,0.00,36.0896
0500T,Hpv 5+ hi risk hpv types,0.00,36.0896
0501F,Prenatal flow sheet,0.00,36.0896
0501T,Cor ffr derived cor cta data,0.00,36.0896
0502F,Subsequent prenatal care,0.00,36.0896
0502T,Cor ffr data prep & transmis,0.00,36.0896
0503F,Postpartum care visit,0.00,36.0896
0503T,Cor ffr alys gnrj ffr mdl,0.00,36.0896
0504T,Cor ffr data review i&r,0.00,36.0896
0505F,Hemodialysis plan docd,0.00,36.0896
0505T,Ev fempop artl revsc,0.00,36.0896
0506T,Mac pgmt opt dns meas hfp,0.00,36.0896
0506T,Mac pgmt opt dns meas hfp,0.00,36.0896
0506T,Mac pgmt opt dns meas hfp,0.00,36.0896
0507F,Periton dialysis plan docd,0.00,36.0896
0507T,Near ifr 2img mibmn glnd i&r,0.00,36.0896
0507T,Near ifr 2img mibmn glnd i&r,0.00,36.0896
0507T,Near ifr 2img mibmn glnd i&r,0.00,36.0896
0508T,Pls echo us b1 dns meas tib,0.00,36.0896
0508T,Pls echo us b1 dns meas tib,0.00,36.0896
0508T,Pls echo us b1 dns meas tib,0.00,36.0896
0509F,Urine incon plan docd,0.00,36.0896
0509T,Pattern erg w/i&r,0.40,36.0896
0509T,Pattern erg w/i&r,0.00,36.0896
0509T,Pattern erg w/i&r,0.40,36.0896
0510T,Rmvl sinus tarsi implant,0.00,36.0896
0511T,Rmvl&rinsj sinus tarsi implt,0.00,36.0896
0512T,Esw integ wnd hlg 1st wnd,0.00,36.0896
0513F,Elev bp plan of care docd,0.00,36.0896
0513T,Esw integ wnd hlg ea addl,0.00,36.0896
0514F,Care plan hgb docd esa pt,0.00,36.0896
0514T,Intraop vis axis id pt fixj,0.00,36.0896
0515T,Insj wcs lv compl sys,0.00,36.0896
0516F,Anemia plan of care docd,0.00,36.0896
0516T,Insj wcs lv eltrd only,0.00,36.0896
0517F,Glaucoma plan of care docd,0.00,36.0896
0517T,Insj wcs lv pg compnt,0.00,36.0896
0518F,Fall plan of care docd,0.00,36.0896
0518T,Rmvl pg compnt wcs,0.00,36.0896
0519F,Pland chemo docd b/4 txmnt,0.00,36.0896
0519T,Rmvl & rplcmt pg compnt wcs,0.00,36.0896
0520F,Rad dos limts b/4 3d rad,0.00,36.0896
0520T,Rmvl&rplcmt pg wcs new eltrd,0.00,36.0896
0521F,Plan of care 4 pain docd,0.00,36.0896
0521T,Interrog dev eval wcs ip,0.00,36.0896
0521T,Interrog dev eval wcs ip,0.00,36.0896
0521T,Interrog dev eval wcs ip,0.00,36.0896
0522T,Prgrmg dev eval wcs ip,0.00,36.0896
0522T,Prgrmg dev eval wcs ip,0.00,36.0896
0522T,Prgrmg dev eval wcs ip,0.00,36.0896
0523T,Ntrapx c ffr w/3d funcjl map,0.00,36.0896
0524T,Ev cath dir chem abltj w/img,0.00,36.0896
0525F,Initial visit for episode,0.00,36.0896
0525T,Insj/rplcmt compl iims,0.00,36.0896
0526F,Subs visit for episode,0.00,36.0896
0526T,Insj/rplcmt iims eltrd only,0.00,36.0896
0527T,Insj/rplcmt iims implt mntr,0.00,36.0896
0528F,Rcmnd flw-up 10 yrs docd,0.00,36.0896
0528T,Prgrmg dev eval iims ip,0.00,36.0896
0528T,Prgrmg dev eval iims ip,0.00,36.0896
0528T,Prgrmg dev eval iims ip,0.00,36.0896
0529F,Intrvl 3/>yr pts clnscp docd,0.00,36.0896
0529T,Interrog dev eval iims ip,0.00,36.0896
0529T,Interrog dev eval iims ip,0.00,36.0896
0529T,Interrog dev eval iims ip,0.00,36.0896
0530T,Removal complete iims,0.00,36.0896
0531T,Removal iims electrode only,0.00,36.0896
0532T,Removal iims implt mntr only,0.00,36.0896
0533T,Cont rec mvmt do 6-10 days,0.00,36.0896
0533T,Cont rec mvmt do 6-10 days,0.00,36.0896
0533T,Cont rec mvmt do 6-10 days,0.00,36.0896
0534T,Cont rec mvmt do setup&train,0.00,36.0896
0534T,Cont rec mvmt do setup&train,0.00,36.0896
0534T,Cont rec mvmt do setup&train,0.00,36.0896
0535F,Dyspnea mngmnt plan docd,0.00,36.0896
0535T,Cont rec mvmt do reprt cnfig,0.00,36.0896
0535T,Cont rec mvmt do reprt cnfig,0.00,36.0896
0535T,Cont rec mvmt do reprt cnfig,0.00,36.0896
0536T,Cont rec mvmt do dl w/i&r,0.00,36.0896
0536T,Cont rec mvmt do dl w/i&r,0.00,36.0896
0536T,Cont rec mvmt do dl w/i&r,0.00,36.0896
0537T,Bld drv t lymphcyt car-t cll,0.00,36.0896
0538T,Bld drv t lymphcyt prep trns,0.00,36.0896
0539T,Receipt&prep car-t cll admn,0.00,36.0896
0540F,Gluco mngmnt plan docd,0.00,36.0896
0540T,Car-t cll admn autologous,0.00,36.0896
0541T,Myocardial imaging mcg,0.00,36.0896
0542T,Myocardial imaging mcg i&r,0.00,36.0896
0543T,Ta mv rpr w/artif chord tend,0.00,36.0896
0544T,Tcat mv annulus rcnstj,0.00,36.0896
0545F,Follow up care plan mdd docd,0.00,36.0896
0545T,Tcat tv annulus rcnstj,0.00,36.0896
0546T,Rf spectrsc ntraop mrgn asmt,0.00,36.0896
0547T,B1 matrl qual tst mcrind tib,0.00,36.0896
0548T,Tprnl balo cntnc dev bi,0.00,36.0896
0549T,Tprnl balo cntnc dev uni,0.00,36.0896
0550F,Cytopath report nongyn spcmn,0.00,36.0896
0550T,Tprnl balo cntnc dev rmvl ea,0.00,36.0896
0551F,Cytopath report non routine,0.00,36.0896
0551T,Tprnl balo cntnc dev adjmt,0.00,36.0896
0552T,Low-level laser therapy,0.00,36.0896
0553T,Perq tcat iliac anast implt,0.00,36.0896
0554T,B1 str & fx rsk analysis,0.00,36.0896
0555F,Symptom mgmnt plan care docd,0.00,36.0896
0555T,B1 str&fx rsk transmis data,0.00,36.0896
0556F,Plan care lipid control docd,0.00,36.0896
0556T,B1 str & fx rsk assessment,0.00,36.0896
0557F,Plan caremng angnl symptdocd,0.00,36.0896
0557T,B1 str & fx rsk i&r,0.00,36.0896
0558T,Ct scan f/biomchn ct alys,0.00,36.0896
0559T,Antmc mdl 3d print 1st cmpnt,0.00,36.0896
0560T,Antmc mdl 3d print ea addl,0.00,36.0896
0561T,Antmc guide 3d print 1st gd,0.00,36.0896
0562T,Antmc guide 3d print ea addl,0.00,36.0896
0563T,Evac meibomian glnd heat bi,0.00,36.0896
0564T,Onc chemo rx cytotox csc 14,0.00,36.0896
0565T,Autol cell implt adps hrvg,0.00,36.0896
0566T,Autol cell implt adps njx,0.00,36.0896
0567T,Perm flp tube occls w/implt,0.00,36.0896
0568T,Intro mix saline&air f/ssg,0.00,36.0896
0569T,Ttvr perq appr 1st prosth,0.00,36.0896
0570T,Ttvr perq ea addl prosth,0.00,36.0896
0571T,Insj/rplcmt icds ss eltrd,0.00,36.0896
0572T,Insertion ss dfb electrode,0.00,36.0896
0573T,Removal ss dfb electrode,0.00,36.0896
0574T,Repos prev ss impl dfb eltrd,0.00,36.0896
0575F,Hiv rna plan care docd,0.00,36.0896
0575T,Prgrmg dev eval icds ss ip,0.00,36.0896
0576T,Interrog dev eval icds ss ip,0.00,36.0896
0577T,Ephys eval icds ss,0.00,36.0896
0578T,Rem interrog dev icds phys,0.00,36.0896
0579T,Rem interrog dev icds tech,0.00,36.0896
0580F,Multidisciplinary care plan,0.00,36.0896
0580T,Rmvl ss impl dfb pg only,0.00,36.0896
0581F,Pt trnsfrd from anesth to cc,0.00,36.0896
0581T,Abltj mal brst tum perq crtx,0.00,36.0896
0582F,No trnsfr from anesth to cc,0.00,36.0896
0582T,Trurl abltj mal prst8 tiss,0.00,36.0896
0583F,Transfer care checklist used,0.00,36.0896
0583T,Tmpst auto tube dlvr sys,0.00,36.0896
0584F,No transfercare chklist used,0.00,36.0896
0584T,Perq islet cell transplant,0.00,36.0896
0585T,Laps islet cell transplant,0.00,36.0896
0586T,Open islet cell transplant,0.00,36.0896
0587T,Perq impltj/rplcmt isdns ptn,0.00,36.0896
0588T,Revision/removal isdns ptn,0.00,36.0896
0589T,Elec alys smpl prgrmg iins,0.00,36.0896
0590T,Elec alys cplx prgrmg iins,0.00,36.0896
0591T,Hlth&wb coaching indiv 1st,0.00,36.0896
0592T,Hlth&wb coaching indiv f-up,0.00,36.0896
0593T,Hlth&wb coaching group,0.00,36.0896
1000F,Tobacco use assessed,0.00,36.0896
10004,Fna bx w/o img gdn ea addl,0.80,36.0896
10005,Fna bx w/us gdn 1st les,1.46,36.0896
10006,Fna bx w/us gdn ea addl,1.00,36.0896
10007,Fna bx w/fluor gdn 1st les,1.81,36.0896
10008,Fna bx w/fluor gdn ea addl,1.18,36.0896
10009,Fna bx w/ct gdn 1st les,2.26,36.0896
10010,Fna bx w/ct gdn ea addl,1.65,36.0896
10011,Fna bx w/mr gdn 1st les,0.00,36.0896
10012,Fna bx w/mr gdn ea addl,0.00,36.0896
1002F,Assess anginal symptom/level,0.00,36.0896
10021,Fna bx w/o img gdn 1st les,1.03,36.0896
1003F,Level of activity assess,0.00,36.0896
10030,Guide cathet fluid drainage,2.75,36.0896
10035,Perq dev soft tiss 1st imag,1.70,36.0896
10036,Perq dev soft tiss add imag,0.85,36.0896
